SITE_ID,VISIT_NO,DATE_COL,LON_DD,LAT_DD,E_I,RT
NLA06608-R10FISHLA,1,8/12/07,-118.647249,42.736902,0.224,1.04
NLA06608-R10FOURMI,1,8/7/07,-122.258622,42.46935,0.184,5.87
NLA06608-R10RAINYL,1,8/19/07,-120.737873,48.501411,0.1,2.5
NLA06608-R10SQUAWL,1,8/24/07,-123.020334,42.040047,0.077,1.33
NLA06608-R10ULAKE,1,8/21/07,-123.074122,47.427764,0.187,0.28
NLA06608-R10YELLOW,1,8/15/07,-114.875721,44.000621,0.105,1.81
NLA06608-R31,1,7/30/07,-76.98388,39.39897,0.016,0.11
NLA06608-R314,1,8/15/07,-78.637447,37.394115,0.085,0.14
NLA06608-R315,1,8/28/07,-79.227717,38.328785,0.057,0.26
NLA06608-R318,1,8/16/07,-79.819212,37.315287,0.213,0.9
NLA06608-R319,1,9/18/07,-77.1802,37.344722,0.029,0.02
NLA06608-R32,1,8/1/07,-79.142764,39.510833,0.008,0.08
NLA06608-R322,1,9/4/07,-80.079728,36.807826,0.017,0.15
NLA06608-R323,1,9/19/07,-76.649661,36.841537,0.202,0.25
NLA06608-R324,1,9/20/07,-76.830652,37.357963,0.371,1.42
NLA06608-R326,1,9/18/07,-76.906472,37.43234,0.235,0.31
NLA06608-R328,1,9/6/07,-80.87554,37.042659,0.018,0.09
NLA06608-R333,1,9/17/07,-76.707685,37.303695,0.159,0.29
NLA06608-R334,1,8/8/07,-78.156495,39.514306,0.12,0.18
NLA06608-R336,1,8/21/07,-80.953739,37.974885,0.184,0.44
NLA06608-R34,1,8/28/07,-78.682256,40.270346,0.09,0.31
NLA06608-R5:KATHRYN,1,8/22/07,-88.724713,46.381969,0.398,2.22
NLA06608-R5:OTTAWA,1,8/23/07,-88.76232,46.083918,0.202,0.37
NLA06608-R7101,1,9/18/07,-100.668437,42.526174,0.969,0.82
NLA06608-R7103,1,9/18/07,-100.688615,42.578207,0.942,0.61
NLA06608-R7104,1,9/18/07,-100.717256,42.526966,1.12,0.63
NLA06608-R7106,1,9/20/07,-96.583853,40.630491,0.462,0.87
NLA06608-R715,1,8/30/07,-92.4014,42.535944,0.266,0.62
NLA06608-R716,1,8/31/07,-92.388594,42.479229,0.346,1.46
NLA06608-R723,1,8/23/07,-96.798912,37.09209,0.207,0.37
NLA06608-R728,1,8/15/07,-95.979428,38.791331,0.456,1.04
NLA06608-R730,1,7/3/07,-96.42668,38.522226,0.43,1.79
NLA06608-R733,1,7/2/07,-94.68362,38.50443,0.216,0.99
NLA06608-R736,1,7/12/07,-95.815771,38.494153,0.164,1.26
NLA06608-R746,1,7/16/07,-94.8906,38.1274,0.16,0.53
NLA06608-R750,1,7/18/07,-96.410034,39.469161,0.112,0.18
NLA06608-R759,1,7/26/07,-98.568716,38.948542,0.71,5.66
NLA06608-R764,1,8/24/07,-96.195593,37.232374,0.055,0.08
NLA06608-R767,1,8/2/07,-90.917282,37.726925,0.19,1.18
NLA06608-R769,1,8/1/07,-91.054054,36.636707,0.131,0.2
NLA06608-R770,1,8/2/07,-91.261113,37.386994,0.139,0.36
NLA06608-R772,1,9/7/07,-91.480991,38.428911,0.359,1.37
NLA06608-R775,1,9/6/07,-90.53646,38.228213,0.239,1.31
NLA06608-R784,1,9/20/07,-103.116433,42.458365,0.142,0.32
NLA06608-R788,1,9/18/07,-100.7275,42.5433,1.043,0.62
NLA06608-R791,1,9/19/07,-102.446229,41.779509,0.639,0.32
NLA06608-R792,1,9/19/07,-102.436342,41.731631,0.727,0.42
NLA06608-R796,1,9/19/07,-102.397543,41.734746,0.718,0.44
NLA06608-TX:10,1,9/11/07,-98.408858,30.751822,0.256,0.02
NLA06608-TX:14,1,9/10/07,-98.408858,30.751822,0.195,1.23
NLA06608-TX:15,1,9/8/07,-98.99129,32.441373,0.336,2.49
NLA06608-TX:19,1,9/15/07,-95.293713,31.917152,0.267,0.9
NLA06608-TX:22,1,9/17/07,-94.464052,32.044428,0.115,0.19
NLA06608-TX:27,1,9/6/07,-100.50987,31.49062,0.234,0.39
NLA06608-TX:29,1,9/13/07,-97.609119,31.003513,0.051,0.32
NLA06608-TX:30,1,9/18/07,-94.332424,33.249977,0.176,0.12
NLA06608-TX:5,1,9/5/07,-98.389969,28.503123,0.149,0.52
NLA06608-WI:LOWES,1,7/11/07,-88.311533,43.218375,0.001,0
NLA06608-WI:SY,1,7/17/07,-87.943978,43.958982,0.161,0.75
NLA06608-0002,2,7/23/07,-79.98379054,33.03606404,0.467,0.33
NLA06608-0003,2,9/6/07,-97.85986605,28.04774206,0.181,0.15
NLA06608-0004,2,9/11/07,-108.4045832,37.41662013,0.376,1.38
NLA06608-0005,2,8/22/07,-114.8403862,43.92920926,0.11,0.64
NLA06608-0006,2,8/30/07,-73.1465177,41.68314624,0.027,0.38
NLA06608-0007,2,9/6/07,-92.04001797,45.58064546,0.471,6.49
NLA06608-0008,2,8/22/07,-93.59040488,41.29211104,0.41,0.83
NLA06608-0010,2,8/18/07,-83.50588771,42.61823014,0.299,1.93
NLA06608-0012,2,9/18/07,-96.87178731,35.99078823,0.106,0.13
NLA06608-0013,2,9/14/07,-74.56255123,39.97428032,0.01,0.01
NLA06608-0014,2,8/23/07,-100.5756807,47.83492738,0.755,0.92
NLA06608-0015,2,8/29/07,-107.2747938,33.0071076,0.15,0.22
NLA06608-0016,2,7/11/07,-100.7797567,41.03025217,0.349,1.16
NLA06608-0019,2,8/7/07,-99.51185877,46.36688788,0.71,0.37
NLA06608-0020,2,7/2/07,-87.81380832,39.40817838,0.055,0.17
NLA06608-0021,2,8/30/07,-77.3095481,42.77191973,0.075,2.88
NLA06608-0023,2,9/19/07,-97.745332,31.14849172,0.063,0.08
NLA06608-0024,2,8/14/07,-95.48843409,32.1220497,0.122,0.41
NLA06608-0025,2,7/18/07,-81.34573084,35.20132137,0.194,0.46
NLA06608-0029,2,9/11/07,-75.21503793,38.75601051,0.19,0.11
NLA06608-0031,2,9/5/07,-81.51745185,39.77645357,0.121,0.21
NLA06608-0033,2,8/28/07,-121.2990598,47.31108363,0.231,0.29
NLA06608-0036,2,7/16/07,-88.32737922,37.47735404,0.167,0.33
NLA06608-0037,2,9/5/07,-73.36398551,41.69699293,0.038,0.23
NLA06608-0038,2,8/27/07,-71.86971736,44.79759122,0.187,1.53
NLA06608-0041,2,7/11/07,-80.85405519,38.22694093,0.129,1.95
NLA06608-0042,2,7/6/07,-107.0403753,44.45823517,0.069,0.91
NLA06608-0043,2,8/15/07,-85.44424168,41.553395,0.21,1.67
NLA06608-0044,2,7/30/07,-101.7024805,42.4048448,0.465,0.41
NLA06608-0045,2,8/2/07,-77.88986113,37.29320486,0.107,0.07
NLA06608-0048,2,9/18/07,-89.17572548,36.7872968,0.56,0.63
NLA06608-0050,2,8/30/07,-71.80868659,43.44601793,0.115,0.33
NLA06608-0053,2,9/27/07,-73.43960723,43.55819295,0.077,0.18
NLA06608-0057,2,7/14/07,-80.51686138,34.96189211,0.229,0.26
NLA06608-0061,2,8/22/07,-113.5793644,34.24558153,0.305,1.25
NLA06608-0062,2,8/27/07,-99.74629427,47.32067994,0.787,1.31
NLA06608-0064,2,8/26/07,-112.1680165,48.8940613,0.748,1.43
NLA06608-0065,2,9/12/07,-115.116608,48.96243381,0.084,0.77
NLA06608-0066,2,9/18/07,-79.38081778,39.76851425,0.104,0.85
NLA06608-0068,2,9/12/07,-107.8853911,37.82447614,0.083,1.73
NLA06608-0069,2,9/26/07,-81.13759704,28.63735951,0.321,0.37
NLA06608-0071,2,9/8/07,-91.50916933,31.66683993,0.659,1.02
NLA06608-0072,2,8/15/07,-98.40515204,32.23766222,0.163,0.32
NLA06608-0073,2,7/18/07,-118.878391,39.52477029,0.678,146.95
NLA06608-0076,2,9/4/07,-94.49793062,39.41441295,0.418,1.05
NLA06608-0077,2,9/13/07,-74.53388264,40.92704692,0.331,0.34
NLA06608-0078,2,8/21/07,-100.2942095,48.17781123,1.014,0.67
NLA06608-0079,2,8/16/07,-107.2317809,39.98585506,0.057,2.5
NLA06608-0080,2,9/10/07,-91.56105203,34.1200351,0.365,0.32
NLA06608-0081,2,9/19/07,-122.1241675,48.22612028,0.197,0.78
NLA06608-0083,2,8/9/07,-99.13645049,45.95096444,0.85,0.77
NLA06608-0085,2,8/20/07,-116.1414317,43.46045448,0.658,0.65
NLA06608-0086,2,9/20/07,-122.4260347,45.61657075,0.035,0.28
NLA06608-0089,2,7/17/07,-81.54174586,35.7733743,0.05,0.21
NLA06608-0090,2,7/25/07,-109.6534609,42.93075473,0.195,1.4
NLA06608-0091,2,8/13/07,-87.43213825,41.36944118,0.079,0.16
NLA06608-0099,2,9/5/07,-88.45255303,43.09951588,0.18,1.77
NLA06608-0104,2,7/24/07,-98.26265148,37.65529355,0.255,0.22
NLA06608-0105,2,9/12/07,-112.2015025,38.2350209,0.203,0.69
NLA06608-0120,2,9/26/07,-96.36834536,36.16292985,0.001,0.01
NLA06608-0126,2,8/28/07,-99.32424356,47.19305824,0.847,1.34
NLA06608-0128,2,8/25/07,-109.2416928,48.75289143,0.425,0.38
NLA06608-0129,2,9/16/07,-114.5994561,48.21240982,0.342,14.77
NLA06608-0144,2,9/13/07,-99.39138265,33.39525121,0.323,1.18
NLA06608-0167,2,8/29/07,-94.03191284,44.9419591,0.675,0.46
NLA06608-0169,2,9/13/07,-111.5318192,38.51725431,0.095,0.66
NLA06608-0174,2,8/28/07,-96.0363618,46.25212358,0.572,5.58
NLA06608-0179,2,8/29/07,-101.0545158,44.36456222,1.128,0.95
NLA06608-0189,2,7/10/07,-80.57939847,40.02942387,0.1,0.22
NLA06608-0207,2,9/5/07,-84.81807605,32.60301252,0.67,0.99
NLA06608-0209,2,9/27/07,-122.0836788,47.57601003,0.096,1.53
NLA06608-0223,2,8/29/07,-84.20752986,33.58413004,0.23,0.27
NLA06608-0224,2,9/23/07,-90.58984208,37.64783657,0.404,1.39
NLA06608-0225,2,8/24/07,-112.5389845,47.48039976,0.118,4.14
NLA06608-0228,2,8/6/07,-103.6093941,38.06219707,0.244,0.71
NLA06608-0237,2,7/17/07,-115.1177953,38.38849036,0.371,0.38
NLA06608-0290,2,9/10/07,-120.5256858,42.19565154,0.457,0.92
NLA06608-0328,2,9/15/07,-93.87023429,32.515555,0.302,0.31
NLA06608-0388,2,8/26/07,-83.70494798,36.68164988,0.215,1.59
NLA06608-0402,2,9/6/07,-124.0780934,42.88974892,0.255,0.33
NLA06608-0480,2,9/25/07,-90.54213897,37.99433764,0.216,1.28
NLA06608-0562,2,8/21/07,-71.61087837,41.68686806,0.085,0.32
NLA06608-0587,2,8/14/07,-86.59115603,41.2184867,0.269,1.02
NLA06608-0690,2,8/22/07,-71.5975535,41.98943091,0.085,0.2
NLA06608-0794,2,6/28/07,-109.8067241,42.94295938,0.089,3.78
NLA06608-0860,2,8/21/07,-91.58457902,41.77555566,0.064,0.2
NLA06608-1060,2,8/14/07,-88.83968274,37.66794161,0.459,0.32
NLA06608-1108,2,7/2/07,-88.46818961,39.3479549,0.115,0.34
NLA06608-1208,2,7/25/07,-97.16290101,38.75947482,0.355,0.49
NLA06608-1334,2,8/14/07,-84.80370819,45.41454518,0.018,0.33
NLA06608-1355,2,8/21/07,-86.40554386,41.2045164,0.165,2.47
NLA06608-1358,2,9/18/07,-89.57932002,46.47136195,0.105,0.25
NLA06608-1389,2,8/29/07,-75.59661445,38.38038763,0.061,0.04
NLA06608-1684,2,8/21/07,-86.7140735,39.72648692,0.125,0.49
NLA06608-1998,2,9/11/07,-88.11725533,46.60064001,0.264,0.94
